Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Year,Month,Weekday,Profit,Profit_Margin_Percent,Discount_Amount,Sales_Performance_Category
1015,2023-03-05,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,2023.0,Mar,Sunday,10431.0,155.7,22709.4,Medium Sales
1043,,Bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,,,,531.96,31.1,1639.82,Low Sales
1029,,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,,,,2428.65,42.65,14115.31,Medium Sales
1036,,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,,,,10218.0,132.03,10004.51,High Sales
1013,,David,East,5039.07,20,Electronics,1533.36,1649.7399999999998,Returning,0.1,Bank Transfer,Online,East-David,,,,2327.6,46.19,3299.48,Medium Sales
1032,2023-08-06,Eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,2023.0,Aug,Sunday,13503.91,6143.17,22438.08,Low Sales
1071,,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,,,,10657.24,5624.47,700.88,Low Sales
1059,,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,,,,1731.45,47.64,11398.97,Medium Sales
1086,,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,,,,15543.99,167.69,26960.19,High Sales
1028,2023-04-08,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,2023.0,Apr,Saturday,3785.56,160.14,34085.41,Low Sales
1066,2023-03-07,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,2023.0,Mar,Tuesday,4320.75,67.72,1720.42,Medium Sales
1042,,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,,,,8957.58,389.71,17421.93,Low Sales
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob,2023.0,Jun,Tuesday,7242.3,220.5,0.0,Low Sales
1062,,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,,,,6625.84,77.99,418.64,High Sales
1057,,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,,,,5145.75,70.34,1013.87,High Sales
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,2023.0,Jun,Tuesday,10323.6,988.42,10132.68,Low Sales
1028,,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,,,,6548.88,150.75,1076.14,Medium Sales
1028,,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,,,,1281.45,329.61,1040.77,Low Sales
1044,,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,,,,817.86,16.83,1612.9,Medium Sales
1084,,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,,,,17329.83,260.28,59185.45,Medium Sales
1030,2023-10-05,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,2023.0,Oct,Thursday,732.72,57.55,48645.18,Low Sales
1062,2023-05-04,Bob,North,2959.96,48,Food,2487.19,2521.4500000000003,New,0.29,Cash,Online,North-Bob,2023.0,May,Thursday,1644.48,55.56,35098.58,Low Sales
1075,,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,,,,13362.36,330.87,45417.0,Medium Sales
1092,,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,,,,8338.74,90.61,58725.18,High Sales
1089,,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,,,,10973.99,110.48,15534.07,High Sales
1062,2023-09-10,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,2023.0,Sep,Sunday,1810.24,332.39,1708.69,Low Sales
1097,,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,,,,9712.44,127.23,6812.79,High Sales
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,2023.0,Oct,Tuesday,7396.02,195.66,4339.43,Medium Sales
1027,2023-10-03,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,2023.0,Oct,Tuesday,7076.79,177.57,3588.98,Medium Sales
1062,,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,,,,2003.12,26.47,5063.69,High Sales
1077,2023-11-01,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,2023.0,Nov,Wednesday,13479.2,146.63,5095.07,High Sales
1003,2023-11-09,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,2023.0,Nov,Thursday,2485.78,26.13,24775.72,High Sales
1070,,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,,,,6739.6,115.93,37798.02,Medium Sales
1072,,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,,,,9462.66,260.28,5724.93,Medium Sales
1027,2023-07-02,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,2023.0,Jul,Sunday,818.7,10.37,572.4,High Sales
1009,,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,,,,17254.8,667.52,37480.53,Low Sales
1062,,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,,,,1143.9,20.12,2443.83,Medium Sales
1037,,Charlie,East,3649.93,25,Food,1074.62,1382.4299999999998,Returning,0.24,Credit Card,Retail,East-Charlie,,,,7695.25,210.83,8294.58,Medium Sales
1097,,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,,,,2501.94,37.9,14802.23,Medium Sales
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,2023.0,Dec,Tuesday,2600.8,104.87,1267.54,Low Sales
1044,,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,,,,4220.04,211.34,1932.74,Low Sales
1024,,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,,,,1483.1,16.14,5014.6,High Sales
1079,2023-06-08,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,2023.0,Jun,Thursday,6320.25,570.49,11837.23,Low Sales
1059,,Alice,North,5108.98,37,Electronics,4146.99,4172.349999999999,Returning,0.06,Cash,Retail,North-Alice,,,,938.32,18.37,9262.62,Medium Sales
1032,,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,,,,3083.85,134.88,11909.77,Low Sales
1096,,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,,,,11967.34,2465.41,24342.36,Low Sales
1088,,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,,,,13568.23,2971.64,9313.65,Low Sales
1052,,David,North,1834.7,5,Furniture,745.71,856.9100000000001,Returning,0.23,Bank Transfer,Retail,North-David,,,,556.0,30.3,985.45,Low Sales
1062,2023-12-11,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,2023.0,Dec,Monday,3331.44,38.38,2481.58,High Sales
1058,,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,,,,20858.88,720.13,14635.39,Low Sales
1052,,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,,,,530.46,5.58,1285.73,High Sales
1012,,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,,,,337.94,5.77,996.33,Medium Sales
1039,,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,,,,16374.4,370.25,37879.87,Medium Sales
1002,,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,,,,4131.9,70.72,14352.84,Medium Sales
1003,,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,,,,1710.28,32.79,9346.67,Medium Sales
1056,2023-07-05,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,2023.0,Jul,Wednesday,288.68,3.79,8827.5,High Sales
1081,,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,,,,21204.48,732.02,23530.33,Low Sales
1059,2023-02-04,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,2023.0,Feb,Saturday,5515.2,153.4,13291.32,Medium Sales
1002,,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,,,,15000.96,167.58,13004.32,High Sales
1002,,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,,,,1267.5,13.38,3189.99,High Sales
1092,,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,,,,2980.64,33.35,3030.33,High Sales
1054,,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,,,,479.44,11.27,8354.12,Medium Sales
1087,,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,,,,498.4,6.37,2073.45,High Sales
1096,2023-02-08,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,2023.0,Feb,Wednesday,9357.9,194.32,10276.3,Medium Sales
1097,,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,,,,4327.29,86.1,4911.94,Medium Sales
1001,,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,,,,17643.99,829.79,28174.28,Low Sales
1019,,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,,,,10893.71,183.02,849.52,Medium Sales
1002,2023-11-04,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,2023.0,Nov,Saturday,1204.35,61.99,2856.42,Low Sales
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,2023.0,Dec,Tuesday,6783.98,200.56,26057.5,Medium Sales
1044,,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,,,,5672.22,66.23,1271.64,High Sales
1090,2023-01-07,David,North,2150.05,31,Furniture,4496.86,4880.799999999999,New,0.06,Cash,Retail,North-David,2023.0,Jan,Saturday,11902.14,553.58,9078.29,Low Sales
1032,2023-09-11,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,2023.0,Sep,Monday,10077.5,1252.69,20858.75,Low Sales
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,2023.0,Jan,Sunday,2384.4,304.45,2589.09,Low Sales
1032,,Alice,West,9413.77,1,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,,,,214.76,2.28,77.92,High Sales
1068,,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,,,,699.82,13.67,20886.12,Medium Sales
1055,,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,,,,6067.2,146.09,10224.97,Medium Sales
1075,2023-05-11,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,2023.0,May,Thursday,8551.81,105.22,9170.94,High Sales
1056,,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,,,,3164.04,37.78,26150.07,High Sales
1017,,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,,,,232.1,6.85,117.36,Medium Sales
1038,2023-09-11,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,2023.0,Sep,Monday,428.06,6.14,239.36,High Sales
1024,,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,,,,12383.7,160.12,6949.87,High Sales
1069,2023-03-06,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,2023.0,Mar,Monday,2044.56,31.07,17438.67,Medium Sales
1098,,Eve,West,1600.79,21,Furniture,725.03,828.9499999999999,New,0.18,Bank Transfer,Online,West-Eve,,,,2182.32,136.33,3133.43,Low Sales
1070,2023-04-03,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,2023.0,Apr,Monday,3637.95,41.48,1753.29,High Sales
1086,2023-01-09,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,2023.0,Jan,Monday,3181.21,58.51,12317.79,Medium Sales
1011,,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,,,,4087.16,141.11,4983.99,Low Sales
1016,,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,,,,10234.92,237.48,41028.87,Medium Sales
1097,,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,,,,10372.25,2197.74,12627.1,Low Sales
1073,,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,,,,18020.7,1319.35,10650.78,Low Sales
1059,,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,,,,2833.12,36.89,14285.7,High Sales
1070,,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,,,,3237.44,3233.56,5333.7,Low Sales
1080,,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,,,,8268.24,195.74,13855.01,Medium Sales
1093,2023-08-05,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,2023.0,Aug,Saturday,631.72,11.98,2209.52,Medium Sales
1003,,Alice,East,640.88,17,Furniture,395.11,676.6600000000001,Returning,0.25,Cash,Retail,East-Alice,,,,4786.35,746.84,2875.8,Low Sales
1020,2023-08-09,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,2023.0,Aug,Wednesday,7749.82,79.62,1240.31,High Sales
1059,,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,,,,6082.96,260.11,6021.12,Low Sales
1036,2023-01-07,Alice,West,3111.57,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,2023.0,Jan,Saturday,6218.09,199.84,3129.31,Low Sales
1019,2023-01-06,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,2023.0,Jan,Friday,17468.98,561.88,14011.6,Low Sales
1090,,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,,,,7736.53,324.91,9476.51,Low Sales
1067,,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,,,,14699.52,12827.93,22202.69,Low Sales
1019,,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,,,,3760.4,51.37,6589.76,High Sales
1020,2023-10-12,Bob,North,9671.77,45,Electronics,4268.45,4551.599999999999,New,0.08,Bank Transfer,Online,North-Bob,2023.0,Oct,Thursday,12741.75,131.74,16385.76,High Sales
1096,2023-10-06,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,2023.0,Oct,Friday,2936.28,126.54,979.44,Low Sales
1071,,David,North,6664.17,35,Clothing,295.82,684.6700000000001,New,0.03,Credit Card,Online,North-David,,,,13609.75,204.22,718.9,Medium Sales
1052,2023-12-10,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,2023.0,Dec,Sunday,2855.22,38.35,42667.86,High Sales
1033,2023-04-03,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,2023.0,Apr,Monday,5480.02,64.48,2005.13,High Sales
1040,,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,,,,4397.32,102.64,17276.25,Medium Sales
1039,2023-03-06,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,2023.0,Mar,Monday,1833.6,59.17,2598.72,Low Sales
1082,2023-05-06,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,2023.0,May,Saturday,1696.95,51.11,3298.68,Medium Sales
1001,,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,,,,9393.3,131.28,2432.28,High Sales
1011,2023-03-12,Bob,East,8186.12,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,2023.0,Mar,Sunday,5718.44,69.86,6852.55,High Sales
1092,,Alice,West,1897.98,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,,,,7461.72,393.14,18134.51,Low Sales
1057,,Bob,South,3772.32,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,,,,1555.89,41.24,14450.23,Medium Sales
1089,,Eve,North,9029.21,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,,,,5469.1,60.57,31432.25,High Sales
1050,,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,,,,2036.76,25.19,2707.8,High Sales
1023,,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,,,,855.45,8.68,2730.57,High Sales
1031,2023-08-12,David,North,7567.06,22,Food,4236.05,4382.320000000001,New,0.2,Bank Transfer,Online,North-David,2023.0,Aug,Saturday,3217.94,42.53,19282.21,High Sales
1094,2023-04-03,Bob,North,3992.63,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,2023.0,Apr,Monday,4918.13,123.18,7365.99,Medium Sales
1042,2023-08-07,Alice,East,5947.31,23,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,2023.0,Aug,Monday,5836.94,98.14,5408.84,Medium Sales
1099,,Eve,West,6644.04,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,,,,3630.25,54.64,11807.65,Medium Sales
1007,,Alice,South,876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,,,,12518.8,1427.93,5448.46,Low Sales
1016,,Eve,East,5490.52,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,,,,1236.04,22.51,32203.54,Medium Sales
1090,,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,,,,15762.86,221.32,22785.57,High Sales
1060,2023-12-08,David,North,1756.48,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,2023.0,Dec,Friday,632.0,35.98,2662.71,Low Sales
1002,,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,,,,6493.5,82.95,16679.72,High Sales
1001,2023-03-08,Bob,West,5879.35,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,2023.0,Mar,Wednesday,3003.6,51.09,460.74,Medium Sales
1048,,Alice,North,9527.0,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,,,,2184.96,22.93,3602.71,High Sales
1012,,Eve,North,519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,,,,2839.2,546.02,7348.72,Low Sales
1069,2023-01-02,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,2023.0,Jan,Monday,8268.66,303.24,15647.16,Low Sales
1037,2023-07-06,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,2023.0,Jul,Thursday,1183.52,19.54,4816.88,Medium Sales
1032,2023-12-10,Alice,North,3035.94,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,2023.0,Dec,Sunday,4023.56,132.53,2858.46,Low Sales
1009,2023-01-11,Bob,South,7172.8,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,2023.0,Jan,Wednesday,5753.58,80.21,939.58,High Sales
1099,,Charlie,North,7614.15,14,Food,1996.64,2341.4700000000003,Returning,0.22,Credit Card,Online,North-Charlie,,,,4827.62,63.4,7211.73,High Sales
1019,,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,,,,1299.35,116.54,3747.14,Low Sales
1048,,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,,,,2885.75,55.63,1653.12,Medium Sales
1080,,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,,,,9686.6,188.53,20949.14,Medium Sales
1003,,Bob,West,3755.88,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,,,,1539.0,40.98,4574.93,Medium Sales
1020,,Eve,West,9335.96,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,,,,2813.52,30.14,9908.9,High Sales
1024,,Alice,North,8292.31,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,,,,6066.87,73.16,34898.05,High Sales
1054,,Alice,South,7002.37,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,,,,12427.27,177.47,55156.97,High Sales
1033,,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,,,,5492.96,76.59,13359.01,High Sales
1024,,David,North,4670.99,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,,,,2469.25,52.86,19306.1,Medium Sales
1075,2023-10-08,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,2023.0,Oct,Sunday,1200.37,13.02,20552.06,High Sales
1072,,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,,,,10353.35,148.4,29264.57,High Sales
1036,,Bob,West,7316.91,19,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,West-Bob,,,,7030.57,96.09,5497.65,High Sales
1038,2023-12-05,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,2023.0,Dec,Tuesday,3351.0,38.83,14984.24,High Sales
1084,,Eve,South,2813.31,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,,,,971.28,34.52,13371.75,Low Sales
1099,,David,East,8090.0,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,,,,2531.9,31.3,13144.4,High Sales
1089,,Eve,South,2032.88,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,,,,14662.4,721.26,1506.14,Low Sales
1099,2023-11-05,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,2023.0,Nov,Sunday,12088.32,343.53,33684.26,Medium Sales
1025,,David,North,3422.54,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,,,,10219.0,298.58,1511.81,Medium Sales
1093,,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,,,,1145.6,11.7,12049.97,High Sales
1018,2024-01-01,Alice,West,8579.72,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,2024.0,Jan,Monday,8808.72,102.67,12039.48,High Sales
1082,2023-11-06,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,2023.0,Nov,Monday,4568.75,64.88,1182.24,High Sales
1066,,Charlie,North,7297.86,7,Clothing,523.42,632.4399999999999,New,0.2,Bank Transfer,Online,North-Charlie,,,,763.14,10.46,885.42,High Sales
1054,,Alice,North,5664.52,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,,,,2749.42,48.54,2823.37,Medium Sales
1035,,David,North,9476.2,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,,,,197.86,2.09,177.91,High Sales
1080,,Eve,West,5012.96,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,,,,14707.35,293.39,4624.13,Medium Sales
1061,,Alice,North,3867.13,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,,,,13887.68,359.12,20436.8,Medium Sales
1041,2023-08-01,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,2023.0,Aug,Tuesday,10994.04,641.41,4633.83,Low Sales
1100,,Bob,East,7883.44,13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,,,,4764.37,60.44,381.0,High Sales
1033,2023-09-11,David,East,7370.99,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,2023.0,Sep,Monday,398.58,5.41,1215.0,High Sales
1068,2023-04-09,Eve,East,3905.11,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,2023.0,Apr,Sunday,4174.52,106.9,604.28,Medium Sales
1033,,David,North,349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,,,,12461.97,3566.58,18477.32,Low Sales
1014,2023-12-09,Charlie,East,8406.07,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,2023.0,Dec,Saturday,5200.8,61.87,319.23,High Sales
1021,,Eve,North,213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,,,,6619.2,3107.02,10110.12,Low Sales
1048,,Bob,West,7066.63,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,,,,4960.85,70.2,58899.49,High Sales
1020,2023-06-09,Charlie,East,9705.55,4,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,2023.0,Jun,Friday,654.4,6.74,3893.6,High Sales
